🇭🇰公告:更新15-9-2025🇭🇰,#genre#
無線18,http://iptv.4666888.xyz/iptv2.php?id=37
88賽馬,http://iptv.4666888.xyz/iptv2.php?id=38
28AI,http://iptv.4666888.xyz/iptv2.php?id=39
astro—_aod,http://iptv.4666888.xyz/iptv2.php?id=174
astro歡喜,http://iptv.4666888.xyz/iptv2.php?id=175
HUB娛家,http://iptv.4666888.xyz/iptv2.php?id=176
HUB都會,http://iptv.4666888.xyz/iptv2.php?id=177
新時代1,http://iptv.4666888.xyz/iptv2.php?id=178
新時代2,http://iptv.4666888.xyz/iptv2.php?id=179

臺灣頻道-,#genre#
TVBS新聞,http://iptv.4666888.xyz/iptv2.php?id=145
中天新聞,http://iptv.4666888.xyz/iptv2.php?id=141
非凡新聞,http://iptv.4666888.xyz/iptv2.php?id=122
寰宇新聞,http://iptv.4666888.xyz/iptv2.php?id=123
華視新聞,http://iptv.4666888.xyz/iptv2.php?id=117
民視新聞,http://iptv.4666888.xyz/iptv2.php?id=109
公視,http://iptv.4666888.xyz/iptv2.php?id=107
民視,http://iptv.4666888.xyz/iptv2.php?id=108
臺視,http://iptv.4666888.xyz/iptv2.php?id=113
城市電視,http://iptv.4666888.xyz/iptv2.php?id=180
中旺電視,http://iptv.4666888.xyz/iptv2.php?id=181
寰宇新財經,http://iptv.4666888.xyz/iptv2.php?id=124
臺視財經,http://iptv.4666888.xyz/iptv2.php?id=115

中視經典,http://iptv.4666888.xyz/iptv2.php?id=103
民視影劇,http://iptv.4666888.xyz/iptv2.php?id=110
民視旅遊,http://iptv.4666888.xyz/iptv2.php?id=111
民視綜藝,http://iptv.4666888.xyz/iptv2.php?id=112
臺視綜合,http://iptv.4666888.xyz/iptv2.php?id=114
華藝中文,http://iptv.4666888.xyz/iptv2.php?id=156
東森超視34.5,http://iptv.4666888.xyz/iptv2.php?id=125
東森美洲,http://iptv.4666888.xyz/iptv2.php?id=126
東森中國,http://iptv.4666888.xyz/iptv2.php?id=127
東森超視,http://iptv.4666888.xyz/iptv2.php?id=128
東森電影,http://iptv.4666888.xyz/iptv2.php?id=15
東森洋片,http://iptv.4666888.xyz/iptv2.php?id=16
東森LIVE,http://iptv.4666888.xyz/iptv2.php?id=140
八八第壹,http://iptv.4666888.xyz/iptv2.php?id=143
八大精彩,http://iptv.4666888.xyz/iptv2.php?id=144
TVBS精彩,http://iptv.4666888.xyz/iptv2.php?id=146
TVBS歡樂,http://iptv.4666888.xyz/iptv2.php?id=147
三立都會,http://iptv.4666888.xyz/iptv2.php?id=137
三立綜合,http://iptv.4666888.xyz/iptv2.php?id=138
三立國際,http://iptv.4666888.xyz/iptv2.php?id=139
taiwan+,http://iptv.4666888.xyz/iptv2.php?id=159
EYETV旅遊,http://iptv.4666888.xyz/iptv2.php?id=160
EYETV戲劇,http://iptv.4666888.xyz/iptv2.php?id=161
愛爾達日韓,http://iptv.4666888.xyz/iptv2.php?id=162
愛爾達影劇,http://iptv.4666888.xyz/iptv2.php?id=163
愛爾達綜合,http://iptv.4666888.xyz/iptv2.php?id=164
愛爾達娛樂,http://iptv.4666888.xyz/iptv2.php?id=165
愛爾達生活旅遊,http://iptv.4666888.xyz/iptv2.php?id=166
靖天綜合,http://iptv.4666888.xyz/iptv2.php?id=148
靖天日本,http://iptv.4666888.xyz/iptv2.php?id=149
靖天卡通,http://iptv.4666888.xyz/iptv2.php?id=150
靖洋卡通,http://iptv.4666888.xyz/iptv2.php?id=151
靖天國際,http://iptv.4666888.xyz/iptv2.php?id=152
靖天育樂,http://iptv.4666888.xyz/iptv2.php?id=153
靖天映畫,http://iptv.4666888.xyz/iptv2.php?id=154
靖天歡樂,http://iptv.4666888.xyz/iptv2.php?id=155
HakkATV客家,http://iptv.4666888.xyz/iptv2.php?id=169
TITV原住民,http://iptv.4666888.xyz/iptv2.php?id=170
MTV live,http://iptv.4666888.xyz/iptv2.php?id=171
豬哥亮哥廳秀,http://iptv.4666888.xyz/iptv2.php?id=173
國興衛視,http://iptv.4666888.xyz/iptv2.php?id=130
momo親子,http://iptv.4666888.xyz/iptv2.php?id=129
MytvZooMoo,http://iptv.4666888.xyz/iptv2.php?id=1
Nickeledeon,http://iptv.4666888.xyz/iptv2.php?id=2
MytvNickJr,http://iptv.4666888.xyz/iptv2.php?id=3
ifunanime,http://iptv.4666888.xyz/iptv2.php?id=4
DreamWorks,http://iptv.4666888.xyz/iptv2.php?id=184
探索頻道,http://iptv.4666888.xyz/iptv2.php?id=185
LUXE TV,http://iptv.4666888.xyz/iptv2.php?id=157

體育頻道-,#genre#
智林體育,http://iptv.4666888.xyz/iptv2.php?id=58
Z頻道,http://iptv.4666888.xyz/iptv2.php?id=167
GINXEsportsTV,http://iptv.4666888.xyz/iptv2.php?id=49
愛爾達體育1,http://iptv.4666888.xyz/iptv2.php?id=45
愛爾達體育2,http://iptv.4666888.xyz/iptv2.php?id=46
愛爾達體育3,http://iptv.4666888.xyz/iptv2.php?id=47
愛爾達體育4,http://iptv.4666888.xyz/iptv2.php?id=48
搏斯運動1,http://iptv.4666888.xyz/iptv2.php?id=50
搏斯運動2,http://iptv.4666888.xyz/iptv2.php?id=51
搏斯高球1,http://iptv.4666888.xyz/iptv2.php?id=52
搏斯高球2,http://iptv.4666888.xyz/iptv2.php?id=53
搏斯網球,http://iptv.4666888.xyz/iptv2.php?id=54
搏斯無限,http://iptv.4666888.xyz/iptv2.php?id=55
搏斯無限2,http://iptv.4666888.xyz/iptv2.php?id=56
搏斯魅力,http://iptv.4666888.xyz/iptv2.php?id=57
TRACESportStars,,http://iptv.4666888.xyz/iptv2.php?id=59

影視頻道-,#genre#
天映經典,http://iptv.4666888.xyz/iptv2.php?id=77
天映經典,http://iptv.4666888.xyz/iptv2.php?id=78
PopC,http://iptv.4666888.xyz/iptv2.php?id=5
美亞電影國,http://iptv.4666888.xyz/iptv2.php?id=11
美亞電影粵,http://iptv.4666888.xyz/iptv2.php?id=12
中國電影,http://iptv.4666888.xyz/iptv2.php?id=13
采昌影劇,http://iptv.4666888.xyz/iptv2.php?id=168
公視戲劇,http://iptv.4666888.xyz/iptv2.php?id=106
壹電影,http://iptv.4666888.xyz/iptv2.php?id=120
龍華日韓,http://iptv.4666888.xyz/iptv2.php?id=131
龍華電影,http://iptv.4666888.xyz/iptv2.php?id=132
龍華戲劇,http://iptv.4666888.xyz/iptv2.php?id=133
龍華卡通,http://iptv.4666888.xyz/iptv2.php?id=135
龍華經典,http://iptv.4666888.xyz/iptv2.php?id=136
臺灣戲劇,http://iptv.4666888.xyz/iptv2.php?id=116
臺灣霹靂,http://iptv.4666888.xyz/iptv2.php?id=118
東森電影,http://iptv.4666888.xyz/iptv2.php?id=15
東森洋片,http://iptv.4666888.xyz/iptv2.php?id=16
臺灣戲劇,http://iptv.4666888.xyz/iptv2.php?id=116
TVN,http://iptv.4666888.xyz/iptv2.php?id=17
KIX,http://iptv.4666888.xyz/iptv2.php?id=18
RockAction,http://iptv.4666888.xyz/iptv2.php?id=19
RockEntertainment,http://iptv.4666888.xyz/iptv2.php?id=20
AXN,http://iptv.4666888.xyz/iptv2.php?id=21
AnimaxC,http://iptv.4666888.xyz/iptv2.php?id=22
warnertv華納,http://iptv.4666888.xyz/iptv2.php?id=23
cinemaxwj,http://iptv.4666888.xyz/iptv2.php?id=24
HBOHD,http://iptv.4666888.xyz/iptv2.php?id=25
amcmovies,http://iptv.4666888.xyz/iptv2.php?id=27
Thrill,http://iptv.4666888.xyz/iptv2.php?id=183



綜藝,#genre#
ATV A1臺,https://stream1.freetv.fun/atv-5.m3u8
C+頻道,https://stream1.freetv.fun/mei-ya-c-plus-1.m3u8
C+頻道,https://stream1.freetv.fun/mech-plus-1.m3u8
C+頻道,https://stream1.freetv.fun/icc-plus-1.m3u8
C+頻道,https://stream1.freetv.fun/c-plus-3.m3u8
C+頻道,https://stream1.freetv.fun/xiang-gang-c-plus-1.m3u8
RTHK31,https://stream1.freetv.fun/rthk31-2.ctv
RTHK31[geo-blocked],https://stream1.freetv.fun/rhk-31-1.ctv
RTHK31,https://stream1.freetv.fun/rthk31--wj-1.ctv
RTHK31,https://stream1.freetv.fun/rthk31-1.m3u8
TVB Plus,https://stream1.freetv.fun/atv-plus-1.m3u8
TVB Plus,https://stream1.freetv.fun/tvb-plus-9.ctv
TVB Plus,https://stream1.freetv.fun/ntv-plus-1.m3u8
TVB Plus[geo-blocked],https://stream1.freetv.fun/etv-plus-1.m3u8
TVB Plus,https://stream1.freetv.fun/tvb-plus-7.ctv
TVB Plus,https://stream1.freetv.fun/tvb-plus-6.ctv
TVB Plus,https://stream1.freetv.fun/atv-plus-3.m3u8
TVB Plus[geo-blocked],https://stream1.freetv.fun/tvbplus-2.ctv
TVB Plus,https://stream1.freetv.fun/tvbplus-3.m3u8
TVB Plus,https://stream1.freetv.fun/etv-plus-2.m3u8
TVB Plus,https://stream1.freetv.fun/ntv-plus-2.m3u8
TVB Plus,https://stream1.freetv.fun/ch-ng-tvb-plus-1.ctv
TVB娛樂新聞(MAS),https://stream1.freetv.fun/tvbyu-le-xin-wen-1.ctv
ViuTV HD,https://stream1.freetv.fun/viutv-6.m3u8
ViuTV HD,https://stream1.freetv.fun/viutv-13.ctv
ViuTV HD,https://stream1.freetv.fun/viutv-5.ctv
ViuTV HD,https://stream1.freetv.fun/viutv-3.ctv
ViuTV HD,https://stream1.freetv.fun/viutv6-4.m3u8
ViuTV HD[geo-blocked],https://stream1.freetv.fun/viutv1-2.ctv
ViuTV HD,https://stream1.freetv.fun/viutv1--wj-1.ctv
ViuTV HD,https://stream1.freetv.fun/viutv-4.ctv
ViuTV HD,https://stream1.freetv.fun/viutv-9.ctv
ViuTV HD,https://stream1.freetv.fun/viutv-2.m3u8
ViuTVsix,https://stream1.freetv.fun/viutvsix-3.ctv
ViuTVsix,https://stream1.freetv.fun/viutvsix-2.ctv
ViuTVsix,https://stream1.freetv.fun/viutvsix--wj-1.ctv
星空衛視[geo-blocked],https://stream1.freetv.fun/xing-kong-wei-shi-2.ctv
星空衛視,https://stream1.freetv.fun/xing-kong-wei-shi-13.m3u8


綜合,#genre#
ATV WORLD,https://stream1.freetv.fun/tvri-world-3.m3u8
Now TV,https://stream1.freetv.fun/now-tv-1.m3u8
TVB1(US),https://stream1.freetv.fun/tvb1-1.ctv
Viu TV,https://stream1.freetv.fun/ch-ng-viu-tv-1.ctv
翡翠台,https://stream1.freetv.fun/fei-cui-20.ctv
翡翠台,https://stream1.freetv.fun/fei-cui-14.ctv
翡翠台,https://stream1.freetv.fun/fei-cui-7.m3u8
翡翠台,https://stream1.freetv.fun/fei-cui-8.ctv
翡翠台,https://stream1.freetv.fun/fei-cui-21.ctv
翡翠台,https://stream1.freetv.fun/fei-cui-19.ctv
翡翠台,https://stream1.freetv.fun/fei-cui-10.ctv
翡翠台[geo-blocked],https://stream1.freetv.fun/fei-cui-1.ctv
翡翠台[geo-blocked],https://stream1.freetv.fun/fei-cui-4.ctv
翡翠台[geo-blocked],https://stream1.freetv.fun/fei-cui-13.ctv
翡翠台[geo-blocked],https://stream1.freetv.fun/fei-cui-15.ctv
翡翠台,https://stream1.freetv.fun/fei-cui-12.m3u8
鳳凰衛視FHD,https://stream1.freetv.fun/feng-huang-wei-shi-xiang-gang-4.m3u8
鳳凰衛視中文,https://stream1.freetv.fun/feng-huang-zhong-wen-9.ctv
鳳凰衛視中文,https://stream1.freetv.fun/feng-huang-zhong-wen-3.ctv
鳳凰衛視中文,https://stream1.freetv.fun/feng-huang-zhong-wen-sd-1.ctv
鳳凰衛視中文,https://stream1.freetv.fun/feng-huang-zhong-wen-18.m3u8
鳳凰衛視中文,https://stream1.freetv.fun/feng-huang-zhong-wen-2.ctv
鳳凰衛視中文,https://stream1.freetv.fun/feng-huang-zhong-wen-8.m3u8
鳳凰衛視中文[geo-blocked],https://stream1.freetv.fun/feng-huang-wei-shi-11.ctv
鳳凰香港[geo-blocked],https://stream1.freetv.fun/feng-huang-xiang-gang-12.ctv
鳳凰香港,https://stream1.freetv.fun/feng-huang-xiang-gang-2.ctv
鳳凰香港,https://stream1.freetv.fun/feng-huang-wei-shi-xiang-gang-2.ctv
鳳凰香港,https://stream1.freetv.fun/feng-huang-xiang-gang---wj-1.ctv
鳳凰香港,https://stream1.freetv.fun/feng-huang-xiang-gang-sd-1.ctv
鳳凰香港,https://stream1.freetv.fun/feng-huang-xiang-gang-3.ctv
鳳凰香港[geo-blocked],https://stream1.freetv.fun/feng-huang-xiang-gang-10.ctv
鳳凰香港,https://stream1.freetv.fun/feng-huang-xiang-gang-13.ctv
鳳凰香港[geo-blocked],https://stream1.freetv.fun/feng-huang-xiang-gang-11.ctv
鳳凰香港,https://stream1.freetv.fun/feng-huang-xiang-gang-5.ctv
鳳凰香港,https://stream1.freetv.fun/feng-huang-xiang-gang-14.m3u8
兒童,#genre#
Animax(HK),https://stream1.freetv.fun/cctv-5-ti-yu-sai-shi-10.m3u8
Animax(HK),https://stream1.freetv.fun/cctv-5-ti-yu-sai-shi-4.m3u8
Animax(HK),https://stream1.freetv.fun/cctv-4-asia-1.m3u8
Animax(HK)[geo-blocked],https://stream1.freetv.fun/animax-9.ctv
Animax(HK),https://stream1.freetv.fun/animax-2.m3u8
Animax(HK),https://stream1.freetv.fun/animax--wj-1.ctv
Animax(HK),https://stream1.freetv.fun/cctv-5-ti-yu-sai-shi-6.m3u8
Animax(HK),https://stream1.freetv.fun/cctv-5-ti-yu-sai-shi-1.m3u8
Animax(HK),https://stream1.freetv.fun/cctv-5-ti-yu-sai-shi-3.m3u8
Animax(HK),https://stream1.freetv.fun/cctv-5-ti-yu-sai-shi-5.m3u8
Animax(HK),https://stream1.freetv.fun/cctv-5-ti-yu-sai-shi-7.m3u8
Animax(HK),https://stream1.freetv.fun/cctv-5-ti-yu-sai-shi-8.m3u8
Animax(HK),https://stream1.freetv.fun/cctv-5-ti-yu-sai-shi-9.m3u8
Animax(HK),https://stream1.freetv.fun/cctv-5-ti-yu-sai-shi-11.m3u8
知識,#genre#
Discovery Kids,https://stream1.freetv.fun/discovery-kids-5.ctv
電影,#genre#
AXN(HK),https://stream1.freetv.fun/axn--wj-2.ctv
AXN(HK),https://stream1.freetv.fun/axn--wj-1.ctv
MOVIE MOVIE,https://stream1.freetv.fun/tvs-western-movie-2.m3u8
MOVIE MOVIE,https://stream1.freetv.fun/tvs-drive-in-movie-1.m3u8
MOVIE MOVIE,https://stream1.freetv.fun/mytime-movie-network-2.m3u8
MOVIE MOVIE,https://stream1.freetv.fun/xuan-yi-movie-1.ctv
MOVIE MOVIE,https://stream1.freetv.fun/movies-1.m3u8
MOVIE MOVIE,https://stream1.freetv.fun/paramount-movie-channel-1.m3u8
MOVIE MOVIE,https://stream1.freetv.fun/paramount-movie-channel-2.m3u8
MOVIE MOVIE,https://stream1.freetv.fun/mytime-movie-network-1.m3u8
MOVIE MOVIE,https://stream1.freetv.fun/tvs-drive-in-movie-2.m3u8
MOVIE MOVIE,https://stream1.freetv.fun/mytime-movie-network-5.m3u8
MOVIE MOVIE,https://stream1.freetv.fun/movies-2.m3u8
MOVIE MOVIE,https://stream1.freetv.fun/tvs-western-movie-1.m3u8
MOVIE MOVIE,https://stream1.freetv.fun/xuan-yi-movie-3.ctv
MOVIE MOVIE[geo-blocked],https://stream1.freetv.fun/ch-ng-cowboy-movie-channel-1.m3u8
MOVIE MOVIE,https://stream1.freetv.fun/movie-sphere-1.m3u8
MOVIE MOVIE,https://stream1.freetv.fun/mytime-movie-network-3.m3u8
MOVIE MOVIE,https://stream1.freetv.fun/mytime-movie-network-4.m3u8
TVB亞洲劇,https://stream1.freetv.fun/tvbsya-zhou-14.m3u8
TVB亞洲劇,https://stream1.freetv.fun/tvbsya-zhou-15.m3u8
TVB亞洲劇,https://stream1.freetv.fun/tvbsya-zhou-8.m3u8
TVB亞洲劇,https://stream1.freetv.fun/tvbsya-zhou-11.m3u8
TVB亞洲劇,https://stream1.freetv.fun/tvbsya-zhou-12.m3u8
TVB亞洲劇,https://stream1.freetv.fun/tvbsya-zhou-5.m3u8
TVB亞洲劇,https://stream1.freetv.fun/tvbsya-zhou-9.m3u8
TVB亞洲劇,https://stream1.freetv.fun/tvbsya-zhou-13.m3u8
周星馳專輯,https://stream1.freetv.fun/zhou-xing-chi-1.m3u8
周星馳專輯,https://stream1.freetv.fun/zhou-xing-chi-2.m3u8
周潤發專輯,https://stream1.freetv.fun/zhou-run-fa-2.m3u8
周潤發專輯,https://stream1.freetv.fun/zhou-run-fa-1.m3u8
恐怖電影臺,https://stream1.freetv.fun/kong-bu-dian-ying-1.ctv
恐怖電影臺,https://stream1.freetv.fun/kong-bu-dian-ying-2.ctv
明珠[geo-blocked],https://stream1.freetv.fun/ming-zhu-6.m3u8
明珠[geo-blocked],https://stream1.freetv.fun/ming-zhu-5.ctv
明珠,https://stream1.freetv.fun/ming-zhu-10.ctv
明珠,https://stream1.freetv.fun/ming-zhu-8.m3u8
明珠,https://stream1.freetv.fun/ming-zhu-12.m3u8
明珠,https://stream1.freetv.fun/ming-zhu-4.ctv
明珠臺(備),https://stream1.freetv.fun/ming-zhu-3.ctv
明珠臺(備),https://stream1.freetv.fun/ming-zhu-9.ctv
明珠臺(備),https://stream1.freetv.fun/ming-zhu-7.ctv
明珠臺(備),https://stream1.freetv.fun/ming-zhu-11.ctv
明珠臺(備),https://stream1.freetv.fun/ming-zhu-2.ctv
鳳凰電影,https://stream1.freetv.fun/feng-huang-dian-ying-4.m3u8
鳳凰電影[geo-blocked],rtmp://39.107.120.164/live/diyp_fhdy
新聞,#genre#
CCTV1(RTHK33),https://stream1.freetv.fun/cctv1-6.ctv
CCTV1(RTHK33),https://stream1.freetv.fun/cctv1-30.ctv
CCTV1(RTHK33)[geo-blocked],https://stream1.freetv.fun/cctv1-73.ctv
CCTV1(RTHK33)[geo-blocked],https://stream1.freetv.fun/cctv1-57.ctv
CCTV1(RTHK33)[geo-blocked],https://stream1.freetv.fun/cctv1-5.m3u8
CCTV1(RTHK33),https://stream1.freetv.fun/cctv1-84.m3u8
CCTV1(RTHK33),https://stream1.freetv.fun/cctv1-32.ctv
CCTV1(RTHK33)[ipv6],https://stream1.freetv.fun/ipv6-cctv1-62.m3u8
CCTV1(RTHK33),https://stream1.freetv.fun/cctv1-61.m3u8
CCTV1(RTHK33),https://stream1.freetv.fun/cctv1-82.m3u8
CCTV1(RTHK33),https://stream1.freetv.fun/cctv1-45.m3u8
CCTV1(RTHK33),https://stream1.freetv.fun/cctv1-21.ctv
CCTV1(RTHK33),https://stream1.freetv.fun/cctv1--n-1.ctv
CCTV1(RTHK33)[ipv6],https://stream1.freetv.fun/ipv6-cctv1-40.m3u8
CCTV1(RTHK33),https://stream1.freetv.fun/cctv1-69.m3u8
CCTV1(RTHK33),https://stream1.freetv.fun/cctv1-27.ctv
CCTV1(RTHK33)[geo-blocked],https://stream1.freetv.fun/cctv1-41.m3u8
CCTV1(RTHK33)[geo-blocked],https://stream1.freetv.fun/cctv1-15.m3u8
CCTV1(RTHK33),https://stream1.freetv.fun/cctv1-8.m3u8
CCTV1(RTHK33)[ipv6],https://stream1.freetv.fun/ipv6-cctv1-50.m3u8
CCTV1(RTHK33),https://stream1.freetv.fun/cctv1-zong-he-15.ctv
CCTV1(RTHK33),https://stream1.freetv.fun/cctv1-zong-he-17.ctv
CCTV1(RTHK33),https://stream1.freetv.fun/cctv1--wj-1.ctv
CCTV1(RTHK33),https://stream1.freetv.fun/cctv-01-3.m3u8
NOW 新聞臺,https://stream1.freetv.fun/nowxin-wen-2.ctv
NOW 新聞臺,https://stream1.freetv.fun/nowxin-wen-3.ctv
RTHK32,https://stream1.freetv.fun/rthk32-1.m3u8
RTHK32,https://stream1.freetv.fun/rthk32-5.m3u8
RTHK32[geo-blocked],https://stream1.freetv.fun/rhk-32-1.ctv
RTHK32,https://stream1.freetv.fun/rthk32--wj-1.ctv
港臺電視32,https://stream1.freetv.fun/gang-tai-dian-shi--32-3.ctv
無線新聞台,https://stream1.freetv.fun/wu-xian-xin-wen-6.ctv
無線新聞台,https://stream1.freetv.fun/wu-xian-xin-wen-2.ctv
無線新聞台,https://stream1.freetv.fun/wu-xian-xin-wen-3.ctv
無線新聞台,https://stream1.freetv.fun/wu-xian-xin-wen-10.m3u8
無線新聞臺,https://stream1.freetv.fun/wu-xian-xin-wen-14.ctv
鳳凰資訊HD,https://stream1.freetv.fun/feng-huang-zi-xun-2.m3u8
鳳凰資訊HD,https://stream1.freetv.fun/feng-huang-zi-xun---wj-1.ctv
鳳凰資訊HD,https://stream1.freetv.fun/feng-huang-zi-xun-sd-1.ctv
鳳凰資訊HD,https://stream1.freetv.fun/feng-huang-zi-xun-7.ctv
鳳凰資訊HD,https://stream1.freetv.fun/feng-huang-zi-xun-20.ctv
鳳凰資訊HD,https://stream1.freetv.fun/feng-huang-zi-xun-9.ctv
鳳凰資訊HD,https://stream1.freetv.fun/feng-huang-zi-xun-19.m3u8
鳳凰資訊HD,https://stream1.freetv.fun/feng-huang-zi-xun-4.ctv
鳳凰資訊HD[geo-blocked],https://stream1.freetv.fun/feng-huang-zi-xun-14.ctv
鳳凰資訊HD,https://stream1.freetv.fun/feng-huang-zi-xun-15.m3u8
其它,#genre#
snaap!,https://stream1.freetv.fun/snap-1.m3u8
劇集1臺[geo-blocked],https://stream1.freetv.fun/ju-ji-2.m3u8
星空衛視國際頻道[geo-blocked],https://stream1.freetv.fun/xing-kong-guo-ji-1.m3u8
甄子丹影視,https://stream1.freetv.fun/zhen-zi-dan-dian-ying-2.ctv
甄子丹影視,https://stream1.freetv.fun/zhen-zi-dan-dian-ying-1.ctv
甄子丹影視,https://stream1.freetv.fun/zhen-zi-dan-dian-ying-4.ctv
甄子丹影視,https://stream1.freetv.fun/zhen-zi-dan-2.m3u8
甄子丹影視,https://stream1.freetv.fun/zhen-zi-dan-1.m3u8
運動,#genre#
Bein Sports 1(HK),https://stream1.freetv.fun/hse24-trend-1.m3u8
Sports Plus 1,https://stream1.freetv.fun/ch-ng-sky-sports-plus-1.m3u8
now Sports 3[geo-blocked],https://stream1.freetv.fun/now-sports-premier-league-3-1.ctv
now Sports Prime,https://stream1.freetv.fun/prime-2.m3u8





